"database_id","database_name","description","is_meta_analysis","vocabulary_version","vocabulary_version_cdm"
"SUBSET_AURUM","SUBSET_AURUM","SUBSET_AURUM",0,"v5.0 20-APR-21","v5.0 05-MAY-21"
