"cohort_count","person_years","gender","age_group","calendar_year","incidence_rate","cohort_id","database_id"
0,43168.580424366875,"Male",,1995,0,1,"SUBSET_AURUM"
0,47179.57563312799,"Male",,1996,0,1,"SUBSET_AURUM"
0,51388.16153319644,"Male",,1997,0,1,"SUBSET_AURUM"
0,55889.029431895964,"Male",,1998,0,1,"SUBSET_AURUM"
0,60694.69130732375,"Male",,1999,0,1,"SUBSET_AURUM"
0,65930.74880219028,"Male",,2000,0,1,"SUBSET_AURUM"
0,70970.28884325804,"Male",,2001,0,1,"SUBSET_AURUM"
0,76481.5523613963,"Male",,2002,0,1,"SUBSET_AURUM"
0,81711.72895277207,"Male",,2003,0,1,"SUBSET_AURUM"
0,86723.52361396304,"Male",,2004,0,1,"SUBSET_AURUM"
0,91323.88227241614,"Male",,2005,0,1,"SUBSET_AURUM"
0,96415.64955509925,"Male",,2006,0,1,"SUBSET_AURUM"
0,101793.09787816563,"Male",,2007,0,1,"SUBSET_AURUM"
0,107244.2327173169,"Male",,2008,0,1,"SUBSET_AURUM"
-5,112072.55578370979,"Male",,2009,-0.044613955352723125,1,"SUBSET_AURUM"
0,117664.83778234087,"Male",,2010,0,1,"SUBSET_AURUM"
0,123654.0013689254,"Male",,2011,0,1,"SUBSET_AURUM"
0,130598.39014373717,"Male",,2012,0,1,"SUBSET_AURUM"
0,137173.08692676248,"Male",,2013,0,1,"SUBSET_AURUM"
-5,145639.64407939767,"Male",,2014,-0.03433131158487433,1,"SUBSET_AURUM"
10,155210.60369609855,"Male",,2015,0.06442858775022833,1,"SUBSET_AURUM"
62,165882.28884325802,"Male",,2016,0.37375900967091025,1,"SUBSET_AURUM"
70,177048.49828884326,"Male",,2017,0.39537189344469614,1,"SUBSET_AURUM"
101,190708.75290896647,"Male",,2018,0.529603379285961,1,"SUBSET_AURUM"
387,207513.7056810404,"Male",,2019,1.864937059120517,1,"SUBSET_AURUM"
510,214382.74880219027,"Male",,2020,2.3789227577755057,1,"SUBSET_AURUM"
85,21122.40657084189,"Male",,2021,4.02416266891373,1,"SUBSET_AURUM"
0,-5,"Male","0-9",1925,0,1,"SUBSET_AURUM"
0,-5,"Male","0-9",1926,0,1,"SUBSET_AURUM"
0,-5,"Male","0-9",1927,0,1,"SUBSET_AURUM"
0,-5,"Male","0-9",1928,0,1,"SUBSET_AURUM"
0,6.3436002737850785,"Male","0-9",1929,0,1,"SUBSET_AURUM"
0,8.892539356605065,"Male","0-9",1930,0,1,"SUBSET_AURUM"
0,11.129363449691992,"Male","0-9",1931,0,1,"SUBSET_AURUM"
0,16.320328542094455,"Male","0-9",1932,0,1,"SUBSET_AURUM"
0,19.83299110198494,"Male","0-9",1933,0,1,"SUBSET_AURUM"
0,22.47501711156742,"Male","0-9",1934,0,1,"SUBSET_AURUM"
0,-5,"Male","10-19",1934,0,1,"SUBSET_AURUM"
0,27.79192334017796,"Male","0-9",1935,0,1,"SUBSET_AURUM"
0,-5,"Male","10-19",1935,0,1,"SUBSET_AURUM"
0,33.275838466803556,"Male","0-9",1936,0,1,"SUBSET_AURUM"
0,-5,"Male","10-19",1936,0,1,"SUBSET_AURUM"
0,37.67830253251198,"Male","0-9",1937,0,1,"SUBSET_AURUM"
0,-5,"Male","10-19",1937,0,1,"SUBSET_AURUM"
0,40.97467488021903,"Male","0-9",1938,0,1,"SUBSET_AURUM"
0,6.995208761122519,"Male","10-19",1938,0,1,"SUBSET_AURUM"
0,45.30595482546201,"Male","0-9",1939,0,1,"SUBSET_AURUM"
0,8.993839835728952,"Male","10-19",1939,0,1,"SUBSET_AURUM"
0,50.54346338124572,"Male","0-9",1940,0,1,"SUBSET_AURUM"
0,11.02258726899384,"Male","10-19",1940,0,1,"SUBSET_AURUM"
0,53.43463381245722,"Male","0-9",1941,0,1,"SUBSET_AURUM"
0,16.410677618069816,"Male","10-19",1941,0,1,"SUBSET_AURUM"
0,58.04243668720055,"Male","0-9",1942,0,1,"SUBSET_AURUM"
0,22.978781656399725,"Male","10-19",1942,0,1,"SUBSET_AURUM"
0,62.95687885010267,"Male","0-9",1943,0,1,"SUBSET_AURUM"
0,28.980150581793293,"Male","10-19",1943,0,1,"SUBSET_AURUM"
0,70.09993155373031,"Male","0-9",1944,0,1,"SUBSET_AURUM"
0,30.33538672142368,"Male","10-19",1944,0,1,"SUBSET_AURUM"
0,-5,"Male","20-29",1944,0,1,"SUBSET_AURUM"
0,70.88021902806297,"Male","0-9",1945,0,1,"SUBSET_AURUM"
0,39.08008213552361,"Male","10-19",1945,0,1,"SUBSET_AURUM"
0,-5,"Male","20-29",1945,0,1,"SUBSET_AURUM"
0,75.68514715947981,"Male","0-9",1946,0,1,"SUBSET_AURUM"
0,46.60643394934976,"Male","10-19",1946,0,1,"SUBSET_AURUM"
0,6.617385352498289,"Male","20-29",1946,0,1,"SUBSET_AURUM"
0,82.2943189596167,"Male","0-9",1947,0,1,"SUBSET_AURUM"
0,50.55167693360712,"Male","10-19",1947,0,1,"SUBSET_AURUM"
0,15.225188227241615,"Male","20-29",1947,0,1,"SUBSET_AURUM"
0,193.1937029431896,"Male","0-9",1948,0,1,"SUBSET_AURUM"
0,76.65982203969884,"Male","10-19",1948,0,1,"SUBSET_AURUM"
0,31.030800821355236,"Male","20-29",1948,0,1,"SUBSET_AURUM"
0,-5,"Male","30-39",1948,0,1,"SUBSET_AURUM"
0,308.91718001368923,"Male","0-9",1949,0,1,"SUBSET_AURUM"
0,118.97878165639973,"Male","10-19",1949,0,1,"SUBSET_AURUM"
0,47.01437371663244,"Male","20-29",1949,0,1,"SUBSET_AURUM"
0,-5,"Male","30-39",1949,0,1,"SUBSET_AURUM"
0,336.3860369609856,"Male","0-9",1950,0,1,"SUBSET_AURUM"
0,139.05544147843943,"Male","10-19",1950,0,1,"SUBSET_AURUM"
0,56.85968514715948,"Male","20-29",1950,0,1,"SUBSET_AURUM"
0,-5,"Male","30-39",1950,0,1,"SUBSET_AURUM"
0,367.18412046543466,"Male","0-9",1951,0,1,"SUBSET_AURUM"
0,164.30937713894593,"Male","10-19",1951,0,1,"SUBSET_AURUM"
0,70.08898015058179,"Male","20-29",1951,0,1,"SUBSET_AURUM"
0,-5,"Male","30-39",1951,0,1,"SUBSET_AURUM"
0,381.29226557152634,"Male","0-9",1952,0,1,"SUBSET_AURUM"
0,199.52908966461328,"Male","10-19",1952,0,1,"SUBSET_AURUM"
0,88.60232717316906,"Male","20-29",1952,0,1,"SUBSET_AURUM"
0,7.014373716632443,"Male","30-39",1952,0,1,"SUBSET_AURUM"
0,408.2956878850103,"Male","0-9",1953,0,1,"SUBSET_AURUM"
0,233.64271047227925,"Male","10-19",1953,0,1,"SUBSET_AURUM"
0,109.67830253251198,"Male","20-29",1953,0,1,"SUBSET_AURUM"
0,8.993839835728952,"Male","30-39",1953,0,1,"SUBSET_AURUM"
0,446.4284736481862,"Male","0-9",1954,0,1,"SUBSET_AURUM"
0,264.73100616016427,"Male","10-19",1954,0,1,"SUBSET_AURUM"
0,128.57494866529774,"Male","20-29",1954,0,1,"SUBSET_AURUM"
0,14.08350444900753,"Male","30-39",1954,0,1,"SUBSET_AURUM"
0,471.34017796030116,"Male","0-9",1955,0,1,"SUBSET_AURUM"
0,298.5434633812457,"Male","10-19",1955,0,1,"SUBSET_AURUM"
0,151.67967145790556,"Male","20-29",1955,0,1,"SUBSET_AURUM"
0,21.984941820670773,"Male","30-39",1955,0,1,"SUBSET_AURUM"
0,509.02669404517457,"Male","0-9",1956,0,1,"SUBSET_AURUM"
0,324.63791923340176,"Male","10-19",1956,0,1,"SUBSET_AURUM"
0,183.04996577686515,"Male","20-29",1956,0,1,"SUBSET_AURUM"
0,35.800136892539356,"Male","30-39",1956,0,1,"SUBSET_AURUM"
0,535.8302532511979,"Male","0-9",1957,0,1,"SUBSET_AURUM"
0,371.54277891854895,"Male","10-19",1957,0,1,"SUBSET_AURUM"
0,215.6002737850787,"Male","20-29",1957,0,1,"SUBSET_AURUM"
0,53.87542778918549,"Male","30-39",1957,0,1,"SUBSET_AURUM"
0,-5,"Male","40-49",1957,0,1,"SUBSET_AURUM"
0,570.5790554414784,"Male","0-9",1958,0,1,"SUBSET_AURUM"
0,427.9644079397673,"Male","10-19",1958,0,1,"SUBSET_AURUM"
0,246.28062970568104,"Male","20-29",1958,0,1,"SUBSET_AURUM"
0,73.17180013689254,"Male","30-39",1958,0,1,"SUBSET_AURUM"
0,-5,"Male","40-49",1958,0,1,"SUBSET_AURUM"
0,656.2984257357974,"Male","0-9",1959,0,1,"SUBSET_AURUM"
0,450.6173853524983,"Male","10-19",1959,0,1,"SUBSET_AURUM"
0,279.91238877481175,"Male","20-29",1959,0,1,"SUBSET_AURUM"
0,98.52156057494867,"Male","30-39",1959,0,1,"SUBSET_AURUM"
0,-5,"Male","40-49",1959,0,1,"SUBSET_AURUM"
0,717.9986310746065,"Male","0-9",1960,0,1,"SUBSET_AURUM"
0,494.25325119780973,"Male","10-19",1960,0,1,"SUBSET_AURUM"
0,319.50718685831623,"Male","20-29",1960,0,1,"SUBSET_AURUM"
0,128.04106776180697,"Male","30-39",1960,0,1,"SUBSET_AURUM"
0,-5,"Male","40-49",1960,0,1,"SUBSET_AURUM"
0,794.0835044490075,"Male","0-9",1961,0,1,"SUBSET_AURUM"
0,530.4476386036961,"Male","10-19",1961,0,1,"SUBSET_AURUM"
0,355.7618069815195,"Male","20-29",1961,0,1,"SUBSET_AURUM"
0,179.07186858316223,"Male","30-39",1961,0,1,"SUBSET_AURUM"
0,6.031485284052019,"Male","40-49",1961,0,1,"SUBSET_AURUM"
0,896.0520191649555,"Male","0-9",1962,0,1,"SUBSET_AURUM"
0,546.362765229295,"Male","10-19",1962,0,1,"SUBSET_AURUM"
0,405.5277207392197,"Male","20-29",1962,0,1,"SUBSET_AURUM"
0,233.45106091718,"Male","30-39",1962,0,1,"SUBSET_AURUM"
0,11.991786447638603,"Male","40-49",1962,0,1,"SUBSET_AURUM"
0,958.3956194387406,"Male","0-9",1963,0,1,"SUBSET_AURUM"
0,590.5735797399042,"Male","10-19",1963,0,1,"SUBSET_AURUM"
0,454.5434633812457,"Male","20-29",1963,0,1,"SUBSET_AURUM"
0,290.984257357974,"Male","30-39",1963,0,1,"SUBSET_AURUM"
0,15.989048596851472,"Male","40-49",1963,0,1,"SUBSET_AURUM"
0,1053.305954825462,"Male","0-9",1964,0,1,"SUBSET_AURUM"
0,622.0287474332649,"Male","10-19",1964,0,1,"SUBSET_AURUM"
0,499.59479808350443,"Male","20-29",1964,0,1,"SUBSET_AURUM"
0,344.0328542094456,"Male","30-39",1964,0,1,"SUBSET_AURUM"
0,25.9958932238193,"Male","40-49",1964,0,1,"SUBSET_AURUM"
0,1142.551676933607,"Male","0-9",1965,0,1,"SUBSET_AURUM"
0,665.3689253935661,"Male","10-19",1965,0,1,"SUBSET_AURUM"
0,529.8672142368241,"Male","20-29",1965,0,1,"SUBSET_AURUM"
0,424.104038329911,"Male","30-39",1965,0,1,"SUBSET_AURUM"
0,36.38329911019849,"Male","40-49",1965,0,1,"SUBSET_AURUM"
0,1236.5530458590006,"Male","0-9",1966,0,1,"SUBSET_AURUM"
0,727.6084873374401,"Male","10-19",1966,0,1,"SUBSET_AURUM"
0,558.5982203969884,"Male","20-29",1966,0,1,"SUBSET_AURUM"
0,504.4106776180698,"Male","30-39",1966,0,1,"SUBSET_AURUM"
0,58.62833675564682,"Male","40-49",1966,0,1,"SUBSET_AURUM"
0,1345.8699520876112,"Male","0-9",1967,0,1,"SUBSET_AURUM"
0,778.6776180698151,"Male","10-19",1967,0,1,"SUBSET_AURUM"
0,628.7638603696098,"Male","20-29",1967,0,1,"SUBSET_AURUM"
0,565.5605749486652,"Male","30-39",1967,0,1,"SUBSET_AURUM"
0,98.54620123203286,"Male","40-49",1967,0,1,"SUBSET_AURUM"
0,-5,"Male","50-59",1967,0,1,"SUBSET_AURUM"
0,1443.5564681724845,"Male","0-9",1968,0,1,"SUBSET_AURUM"
0,886.3983572895277,"Male","10-19",1968,0,1,"SUBSET_AURUM"
0,697.305954825462,"Male","20-29",1968,0,1,"SUBSET_AURUM"
0,659.3100616016427,"Male","30-39",1968,0,1,"SUBSET_AURUM"
0,128.0848733744011,"Male","40-49",1968,0,1,"SUBSET_AURUM"
0,-5,"Male","50-59",1968,0,1,"SUBSET_AURUM"
0,1513.4839151266256,"Male","0-9",1969,0,1,"SUBSET_AURUM"
0,1015.1348391512663,"Male","10-19",1969,0,1,"SUBSET_AURUM"
0,719.5263518138262,"Male","20-29",1969,0,1,"SUBSET_AURUM"
0,740.6570841889117,"Male","30-39",1969,0,1,"SUBSET_AURUM"
0,180.1971252566735,"Male","40-49",1969,0,1,"SUBSET_AURUM"
0,-5,"Male","50-59",1969,0,1,"SUBSET_AURUM"
0,1598.6721423682409,"Male","0-9",1970,0,1,"SUBSET_AURUM"
0,1115.791923340178,"Male","10-19",1970,0,1,"SUBSET_AURUM"
0,796.1752224503765,"Male","20-29",1970,0,1,"SUBSET_AURUM"
0,799.3702943189596,"Male","30-39",1970,0,1,"SUBSET_AURUM"
0,242.10540725530458,"Male","40-49",1970,0,1,"SUBSET_AURUM"
0,-5,"Male","50-59",1970,0,1,"SUBSET_AURUM"
0,1662.9979466119096,"Male","0-9",1971,0,1,"SUBSET_AURUM"
0,1270.7022587268993,"Male","10-19",1971,0,1,"SUBSET_AURUM"
0,858.9869952087611,"Male","20-29",1971,0,1,"SUBSET_AURUM"
0,880.208076659822,"Male","30-39",1971,0,1,"SUBSET_AURUM"
0,320.0082135523614,"Male","40-49",1971,0,1,"SUBSET_AURUM"
0,10.368240930869268,"Male","50-59",1971,0,1,"SUBSET_AURUM"
0,1717.1362080766598,"Male","0-9",1972,0,1,"SUBSET_AURUM"
0,1431.2963723477071,"Male","10-19",1972,0,1,"SUBSET_AURUM"
0,924.4791238877481,"Male","20-29",1972,0,1,"SUBSET_AURUM"
0,953.9767282683093,"Male","30-39",1972,0,1,"SUBSET_AURUM"
0,413.13894592744697,"Male","40-49",1972,0,1,"SUBSET_AURUM"
0,19.039014373716633,"Male","50-59",1972,0,1,"SUBSET_AURUM"
0,1749.3442847364818,"Male","0-9",1973,0,1,"SUBSET_AURUM"
0,1538.401095140315,"Male","10-19",1973,0,1,"SUBSET_AURUM"
0,1018.2642026009582,"Male","20-29",1973,0,1,"SUBSET_AURUM"
0,1032.350444900753,"Male","30-39",1973,0,1,"SUBSET_AURUM"
0,507.3210130047912,"Male","40-49",1973,0,1,"SUBSET_AURUM"
0,29.02943189596167,"Male","50-59",1973,0,1,"SUBSET_AURUM"
0,1759.9479808350445,"Male","0-9",1974,0,1,"SUBSET_AURUM"
0,1708.1314168377824,"Male","10-19",1974,0,1,"SUBSET_AURUM"
0,1089.1827515400412,"Male","20-29",1974,0,1,"SUBSET_AURUM"
0,1132.6351813826147,"Male","30-39",1974,0,1,"SUBSET_AURUM"
0,606.1382614647501,"Male","40-49",1974,0,1,"SUBSET_AURUM"
0,44.101300479123886,"Male","50-59",1974,0,1,"SUBSET_AURUM"
0,1785.1471594798084,"Male","0-9",1975,0,1,"SUBSET_AURUM"
0,1843.1731690622862,"Male","10-19",1975,0,1,"SUBSET_AURUM"
0,1206.1957563312799,"Male","20-29",1975,0,1,"SUBSET_AURUM"
0,1216.0876112251883,"Male","30-39",1975,0,1,"SUBSET_AURUM"
0,715.7426420260095,"Male","40-49",1975,0,1,"SUBSET_AURUM"
0,67.32101300479124,"Male","50-59",1975,0,1,"SUBSET_AURUM"
0,1803.6331279945243,"Male","0-9",1976,0,1,"SUBSET_AURUM"
0,1990.4093086926762,"Male","10-19",1976,0,1,"SUBSET_AURUM"
0,1320.3997262149212,"Male","20-29",1976,0,1,"SUBSET_AURUM"
0,1332.6351813826147,"Male","30-39",1976,0,1,"SUBSET_AURUM"
0,840.3230663928816,"Male","40-49",1976,0,1,"SUBSET_AURUM"
0,97.10882956878851,"Male","50-59",1976,0,1,"SUBSET_AURUM"
0,1799.3675564681726,"Male","0-9",1977,0,1,"SUBSET_AURUM"
0,2165.029431895962,"Male","10-19",1977,0,1,"SUBSET_AURUM"
0,1451.0828199863108,"Male","20-29",1977,0,1,"SUBSET_AURUM"
0,1458.52977412731,"Male","30-39",1977,0,1,"SUBSET_AURUM"
0,958.6119096509241,"Male","40-49",1977,0,1,"SUBSET_AURUM"
0,147.6002737850787,"Male","50-59",1977,0,1,"SUBSET_AURUM"
0,-5,"Male","60-69",1977,0,1,"SUBSET_AURUM"
0,1775.6632443531828,"Male","0-9",1978,0,1,"SUBSET_AURUM"
0,2320.0109514031487,"Male","10-19",1978,0,1,"SUBSET_AURUM"
0,1634.2642026009582,"Male","20-29",1978,0,1,"SUBSET_AURUM"
0,1573.0431211498974,"Male","30-39",1978,0,1,"SUBSET_AURUM"
0,1098.384668035592,"Male","40-49",1978,0,1,"SUBSET_AURUM"
0,205.88911704312116,"Male","50-59",1978,0,1,"SUBSET_AURUM"
0,-5,"Male","60-69",1978,0,1,"SUBSET_AURUM"
0,1800.889801505818,"Male","0-9",1979,0,1,"SUBSET_AURUM"
0,2426.466803559206,"Male","10-19",1979,0,1,"SUBSET_AURUM"
0,1821.552361396304,"Male","20-29",1979,0,1,"SUBSET_AURUM"
0,1711.3401779603012,"Male","30-39",1979,0,1,"SUBSET_AURUM"
0,1231.7453798767967,"Male","40-49",1979,0,1,"SUBSET_AURUM"
0,278.6201232032854,"Male","50-59",1979,0,1,"SUBSET_AURUM"
0,-5,"Male","60-69",1979,0,1,"SUBSET_AURUM"
0,1841.5496235455169,"Male","0-9",1980,0,1,"SUBSET_AURUM"
0,2662.8473648186173,"Male","10-19",1980,0,1,"SUBSET_AURUM"
0,1998.483230663929,"Male","20-29",1980,0,1,"SUBSET_AURUM"
0,1874.384668035592,"Male","30-39",1980,0,1,"SUBSET_AURUM"
0,1350.1683778234087,"Male","40-49",1980,0,1,"SUBSET_AURUM"
0,371.1731690622861,"Male","50-59",1980,0,1,"SUBSET_AURUM"
0,10.020533880903491,"Male","60-69",1980,0,1,"SUBSET_AURUM"
0,1893.3196440793977,"Male","0-9",1981,0,1,"SUBSET_AURUM"
0,2686.3983572895277,"Male","10-19",1981,0,1,"SUBSET_AURUM"
0,2241.158110882957,"Male","20-29",1981,0,1,"SUBSET_AURUM"
0,2014.3983572895277,"Male","30-39",1981,0,1,"SUBSET_AURUM"
0,1467.5509924709104,"Male","40-49",1981,0,1,"SUBSET_AURUM"
0,472.19712525667353,"Male","50-59",1981,0,1,"SUBSET_AURUM"
0,16.043805612594113,"Male","60-69",1981,0,1,"SUBSET_AURUM"
0,1935.978097193703,"Male","0-9",1982,0,1,"SUBSET_AURUM"
0,2785.4483230663927,"Male","10-19",1982,0,1,"SUBSET_AURUM"
0,2486.5544147843943,"Male","20-29",1982,0,1,"SUBSET_AURUM"
0,2161.4866529774126,"Male","30-39",1982,0,1,"SUBSET_AURUM"
0,1613.511293634497,"Male","40-49",1982,0,1,"SUBSET_AURUM"
0,588.5530458590007,"Male","50-59",1982,0,1,"SUBSET_AURUM"
0,30.978781656399725,"Male","60-69",1982,0,1,"SUBSET_AURUM"
0,2045.9411362080766,"Male","0-9",1983,0,1,"SUBSET_AURUM"
0,2848.662559890486,"Male","10-19",1983,0,1,"SUBSET_AURUM"
0,2716.4216290212185,"Male","20-29",1983,0,1,"SUBSET_AURUM"
0,2374.5325119780973,"Male","30-39",1983,0,1,"SUBSET_AURUM"
0,1735.8822724161532,"Male","40-49",1983,0,1,"SUBSET_AURUM"
0,723.6112251882272,"Male","50-59",1983,0,1,"SUBSET_AURUM"
0,43.20876112251882,"Male","60-69",1983,0,1,"SUBSET_AURUM"
0,2201.5085557837097,"Male","0-9",1984,0,1,"SUBSET_AURUM"
0,2892.4900752908966,"Male","10-19",1984,0,1,"SUBSET_AURUM"
0,3021.04038329911,"Male","20-29",1984,0,1,"SUBSET_AURUM"
0,2603.091033538672,"Male","30-39",1984,0,1,"SUBSET_AURUM"
0,1878.0616016427105,"Male","40-49",1984,0,1,"SUBSET_AURUM"
0,873.2073921971253,"Male","50-59",1984,0,1,"SUBSET_AURUM"
0,65.2457221081451,"Male","60-69",1984,0,1,"SUBSET_AURUM"
0,2417.4565366187544,"Male","0-9",1985,0,1,"SUBSET_AURUM"
0,2953.941136208077,"Male","10-19",1985,0,1,"SUBSET_AURUM"
0,3309.864476386037,"Male","20-29",1985,0,1,"SUBSET_AURUM"
0,2944.4955509924707,"Male","30-39",1985,0,1,"SUBSET_AURUM"
0,2020.3203285420946,"Male","40-49",1985,0,1,"SUBSET_AURUM"
0,1046.1026694045174,"Male","50-59",1985,0,1,"SUBSET_AURUM"
0,97.77960301163587,"Male","60-69",1985,0,1,"SUBSET_AURUM"
0,2722.3983572895277,"Male","0-9",1986,0,1,"SUBSET_AURUM"
0,3078.989733059548,"Male","10-19",1986,0,1,"SUBSET_AURUM"
0,3722.5954825462013,"Male","20-29",1986,0,1,"SUBSET_AURUM"
0,3322.5325119780973,"Male","30-39",1986,0,1,"SUBSET_AURUM"
0,2265.7741273100614,"Male","40-49",1986,0,1,"SUBSET_AURUM"
0,1267.9260780287475,"Male","50-59",1986,0,1,"SUBSET_AURUM"
0,143.99726214921287,"Male","60-69",1986,0,1,"SUBSET_AURUM"
0,3112.4900752908966,"Male","0-9",1987,0,1,"SUBSET_AURUM"
0,3208.988364134155,"Male","10-19",1987,0,1,"SUBSET_AURUM"
0,4206.559890485969,"Male","20-29",1987,0,1,"SUBSET_AURUM"
0,3772.939082819986,"Male","30-39",1987,0,1,"SUBSET_AURUM"
0,2619.1430527036277,"Male","40-49",1987,0,1,"SUBSET_AURUM"
0,1490.094455852156,"Male","50-59",1987,0,1,"SUBSET_AURUM"
0,219.47159479808352,"Male","60-69",1987,0,1,"SUBSET_AURUM"
0,-5,"Male","70-79",1987,0,1,"SUBSET_AURUM"
0,3584.722792607803,"Male","0-9",1988,0,1,"SUBSET_AURUM"
0,3293.218343600274,"Male","10-19",1988,0,1,"SUBSET_AURUM"
0,4735.9397672826835,"Male","20-29",1988,0,1,"SUBSET_AURUM"
0,4396.610540725531,"Male","30-39",1988,0,1,"SUBSET_AURUM"
0,2987.093771389459,"Male","40-49",1988,0,1,"SUBSET_AURUM"
0,1760.8213552361397,"Male","50-59",1988,0,1,"SUBSET_AURUM"
0,330.53524982888433,"Male","60-69",1988,0,1,"SUBSET_AURUM"
0,-5,"Male","70-79",1988,0,1,"SUBSET_AURUM"
0,3989.911019849418,"Male","0-9",1989,0,1,"SUBSET_AURUM"
0,3487.3429158110885,"Male","10-19",1989,0,1,"SUBSET_AURUM"
0,5131.84668035592,"Male","20-29",1989,0,1,"SUBSET_AURUM"
0,5094.984257357974,"Male","30-39",1989,0,1,"SUBSET_AURUM"
0,3358.6694045174536,"Male","40-49",1989,0,1,"SUBSET_AURUM"
0,2035.3483915126626,"Male","50-59",1989,0,1,"SUBSET_AURUM"
0,465.45379876796716,"Male","60-69",1989,0,1,"SUBSET_AURUM"
0,5.9958932238193015,"Male","70-79",1989,0,1,"SUBSET_AURUM"
0,4440.741957563313,"Male","0-9",1990,0,1,"SUBSET_AURUM"
0,3732.952772073922,"Male","10-19",1990,0,1,"SUBSET_AURUM"
0,5673.043121149897,"Male","20-29",1990,0,1,"SUBSET_AURUM"
0,5823.195071868583,"Male","30-39",1990,0,1,"SUBSET_AURUM"
0,3827.2388774811775,"Male","40-49",1990,0,1,"SUBSET_AURUM"
0,2316.3613963039015,"Male","50-59",1990,0,1,"SUBSET_AURUM"
0,640.5338809034907,"Male","60-69",1990,0,1,"SUBSET_AURUM"
0,14.562628336755647,"Male","70-79",1990,0,1,"SUBSET_AURUM"
0,5080.824093086927,"Male","0-9",1991,0,1,"SUBSET_AURUM"
0,4020.167008898015,"Male","10-19",1991,0,1,"SUBSET_AURUM"
0,6094.841889117043,"Male","20-29",1991,0,1,"SUBSET_AURUM"
0,6734.012320328542,"Male","30-39",1991,0,1,"SUBSET_AURUM"
0,4289.182751540041,"Male","40-49",1991,0,1,"SUBSET_AURUM"
0,2627.4496919917865,"Male","50-59",1991,0,1,"SUBSET_AURUM"
0,868.996577686516,"Male","60-69",1991,0,1,"SUBSET_AURUM"
0,29.286789869952088,"Male","70-79",1991,0,1,"SUBSET_AURUM"
0,5695.0910335386725,"Male","0-9",1992,0,1,"SUBSET_AURUM"
0,4299.066392881588,"Male","10-19",1992,0,1,"SUBSET_AURUM"
0,6473.308692676249,"Male","20-29",1992,0,1,"SUBSET_AURUM"
0,7736.0848733744015,"Male","30-39",1992,0,1,"SUBSET_AURUM"
0,4748.435318275154,"Male","40-49",1992,0,1,"SUBSET_AURUM"
0,2991.797399041752,"Male","50-59",1992,0,1,"SUBSET_AURUM"
0,1098.984257357974,"Male","60-69",1992,0,1,"SUBSET_AURUM"
0,55.110198494182065,"Male","70-79",1992,0,1,"SUBSET_AURUM"
0,6298.3299110198495,"Male","0-9",1993,0,1,"SUBSET_AURUM"
0,4541.9712525667355,"Male","10-19",1993,0,1,"SUBSET_AURUM"
0,6720.580424366872,"Male","20-29",1993,0,1,"SUBSET_AURUM"
0,8616.911704312115,"Male","30-39",1993,0,1,"SUBSET_AURUM"
0,5237.437371663244,"Male","40-49",1993,0,1,"SUBSET_AURUM"
0,3299.6632443531826,"Male","50-59",1993,0,1,"SUBSET_AURUM"
0,1357.3990417522245,"Male","60-69",1993,0,1,"SUBSET_AURUM"
0,78.37645448323066,"Male","70-79",1993,0,1,"SUBSET_AURUM"
0,6964.646132785763,"Male","0-9",1994,0,1,"SUBSET_AURUM"
0,4936.588637919233,"Male","10-19",1994,0,1,"SUBSET_AURUM"
0,6868.052019164956,"Male","20-29",1994,0,1,"SUBSET_AURUM"
0,9561.601642710471,"Male","30-39",1994,0,1,"SUBSET_AURUM"
0,5821.845311430527,"Male","40-49",1994,0,1,"SUBSET_AURUM"
0,3620.210814510609,"Male","50-59",1994,0,1,"SUBSET_AURUM"
0,1655.8165639972622,"Male","60-69",1994,0,1,"SUBSET_AURUM"
0,117.84804928131418,"Male","70-79",1994,0,1,"SUBSET_AURUM"
0,7646.494182067077,"Male","0-9",1995,0,1,"SUBSET_AURUM"
0,5359.731690622861,"Male","10-19",1995,0,1,"SUBSET_AURUM"
0,7009.9712525667355,"Male","20-29",1995,0,1,"SUBSET_AURUM"
0,10527.383983572896,"Male","30-39",1995,0,1,"SUBSET_AURUM"
0,6523.5318275154,"Male","40-49",1995,0,1,"SUBSET_AURUM"
0,3921.073237508556,"Male","50-59",1995,0,1,"SUBSET_AURUM"
0,1993.3360711841206,"Male","60-69",1995,0,1,"SUBSET_AURUM"
0,187.05817932922656,"Male","70-79",1995,0,1,"SUBSET_AURUM"
0,8466.275154004106,"Male","0-9",1996,0,1,"SUBSET_AURUM"
0,5862.6255989048595,"Male","10-19",1996,0,1,"SUBSET_AURUM"
0,7142.3299110198495,"Male","20-29",1996,0,1,"SUBSET_AURUM"
0,11462.020533880903,"Male","30-39",1996,0,1,"SUBSET_AURUM"
0,7272.788501026694,"Male","40-49",1996,0,1,"SUBSET_AURUM"
0,4340.665297741273,"Male","50-59",1996,0,1,"SUBSET_AURUM"
0,2364.6078028747434,"Male","60-69",1996,0,1,"SUBSET_AURUM"
0,267.26078028747435,"Male","70-79",1996,0,1,"SUBSET_AURUM"
0,-5,"Male","80-89",1996,0,1,"SUBSET_AURUM"
0,9234.02327173169,"Male","0-9",1997,0,1,"SUBSET_AURUM"
0,6509.204654346338,"Male","10-19",1997,0,1,"SUBSET_AURUM"
0,7207.110198494182,"Male","20-29",1997,0,1,"SUBSET_AURUM"
0,12461.467488021903,"Male","30-39",1997,0,1,"SUBSET_AURUM"
