"ancestor_concept_id","descendant_concept_id","min_levels_of_separation","max_levels_of_separation"
4180169,4185268,4,5
4180169,36675120,3,4
4180169,4337316,3,4
4180169,4147231,3,4
4180169,763030,4,5
4180169,195596,3,4
4180169,35624505,4,5
4180169,4124691,3,4
4180169,4121819,4,5
4180169,4341763,4,5
4180169,4243504,3,4
4180169,44806251,4,5
4180169,4102255,4,5
4180169,36716715,4,5
4180169,196628,4,5
4180169,4125494,3,4
4180169,4088042,4,5
4180169,40490446,3,4
4180169,4262937,3,4
4180169,36716513,3,4
4180169,4340496,4,5
4180169,4082334,4,5
4180169,4342866,4,5
4180169,45757494,4,5
4180169,4309439,3,4
4180169,4026157,4,5
4180169,37110323,5,6
4180169,4340960,4,5
4180169,4340964,4,6
4180169,4341764,4,5
4180169,4319446,3,4
4180169,4303234,4,5
4180169,40483827,3,4
4180169,46274136,4,5
4180169,3654680,4,5
4180169,36716714,4,5
4180169,4341073,4,5
4180169,199074,3,4
4180169,4341765,4,6
4180169,4340963,4,5
4180628,4337316,4,5
4180628,4340494,4,6
4180628,36716182,5,8
4180628,44809061,6,8
4180628,4340961,4,6
4180628,4241838,4,5
4180628,761083,4,6
4180628,3655446,7,7
4180628,4026158,5,7
4180628,4185268,4,6
4180628,763030,4,7
4180628,4192249,4,6
4180628,36675120,4,5
4180628,4340493,5,7
4180628,4340962,4,6
4180628,4147231,4,5
4180628,36715932,3,5
4180628,4192640,3,4
4180628,37395521,9,11
4180628,4341763,4,6
4180628,37395517,8,10
4180628,4121819,4,6
4180628,36716715,4,6
4180628,4125494,4,5
4180628,4124691,3,5
4180628,44809062,6,8
4180628,4088042,4,6
4180628,3661748,6,8
4180628,4243504,4,5
4180628,37395520,9,11
4180628,44806251,4,6
4180628,195596,3,5
4180628,37395518,8,10
4180628,35624505,4,6
4180628,196628,4,6
4180628,4102255,4,6
4180628,4082334,4,6
4180628,36716183,6,8
4180628,36716513,4,5
4180628,4262809,6,7
4180628,40490446,3,5
4180628,37395519,9,11
4180628,4262937,4,5
4180628,4309439,3,5
4180628,37395514,8,10
4180628,44809063,6,8
4180628,45757494,4,6
4180628,4340496,4,6
4180628,4342866,4,6
4180628,4211348,5,5
4180628,40483827,4,5
4180628,46274136,4,6
4180628,37395516,8,10
4180628,36716714,4,6
4180628,3654680,4,6
4180628,4340964,5,7
4180628,4340963,4,6
4180628,37110323,5,7
4180628,4319446,4,5
4180628,36716312,6,8
4180628,199074,3,5
4180628,4026157,4,6
4180628,4341073,4,6
4180628,4340960,4,6
4180628,4341764,4,6
4180628,4341765,4,7
4180628,4303234,4,6
4180645,4262937,1,1
4181063,4337316,2,2
4181063,4192640,1,1
4181063,4340961,3,3
4181063,4147231,2,2
4181063,763030,3,3
4181063,4340493,3,4
4181063,36675120,2,2
4181063,36715932,2,2
4181063,4026158,4,4
4181063,4340494,3,3
4181063,4340962,3,3
4181063,4241838,2,2
4181063,4192249,3,3
4181063,4185268,3,3
4181063,4102255,3,3
4181063,4124691,2,2
4181063,195596,2,2
4181063,44806251,3,3
4181063,4125494,2,2
4181063,4121819,3,3
4181063,4341763,3,3
4181063,4243504,2,2
4181063,36716715,3,3
4181063,4088042,3,3
4181063,196628,3,3
4181063,35624505,3,3
4181063,4262937,2,2
4181063,4342866,3,3
4181063,4309439,2,2
4181063,4082334,3,3
4181063,40490446,2,2
4181063,4340496,3,3
4181063,36716513,2,2
4181063,45757494,3,3
4181063,4340964,3,4
4181063,37110323,4,4
4181063,4340963,3,3
4181063,3654680,3,3
4181063,40483827,2,2
4181063,46274136,3,3
4181063,4026157,3,3
4181063,199074,2,2
4181063,4341765,3,4
4181063,4319446,2,2
4181063,4340960,3,3
4181063,4341073,3,3
4181063,4341764,3,3
4181063,36716714,3,3
4181063,4303234,3,3
4184200,4211348,1,1
4185268,4185268,0,0
4185503,3655446,6,6
4185503,36716182,6,7
4187630,44791268,5,5
4187630,44790985,5,5
4190185,4340961,3,3
4190185,4185268,3,3
4190185,4192640,1,1
4190185,4340494,3,3
4190185,763030,3,3
4190185,4026158,4,4
4190185,4340493,3,4
4190185,4192249,3,3
4190185,4241838,2,2
4190185,36675120,2,2
4190185,4340962,3,3
4190185,4147231,2,2
4190185,36715932,2,2
4190185,4337316,2,2
4190185,195596,2,2
4190185,4102255,3,3
4190185,4124691,2,2
4190185,4341763,3,3
4190185,35624505,3,3
4190185,4121819,3,3
4190185,36716715,3,3
4190185,196628,3,3
4190185,44806251,3,3
4190185,4125494,2,2
4190185,4088042,3,3
4190185,4243504,2,2
4190185,36716513,2,2
4190185,4082334,3,3
4190185,4340496,3,3
4190185,4342866,3,3
4190185,40490446,2,2
4190185,4309439,2,2
4190185,4262937,2,2
4190185,45757494,3,3
4190185,46274136,3,3
4190185,3654680,3,3
4190185,4319446,2,2
4190185,4303234,3,3
4190185,36716714,3,3
4190185,4026157,3,3
4190185,4340963,3,3
4190185,4341073,3,3
4190185,199074,2,2
4190185,4341764,3,3
4190185,4340960,3,3
4190185,37110323,4,4
4190185,40483827,2,2
4190185,4340964,3,4
4190185,4341765,3,4
4192249,4192249,0,0
4192640,4192249,2,2
4192640,4341074,2,2
4192640,4147231,1,1
4192640,4185268,2,2
4192640,4340494,2,2
4192640,4337316,1,1
4192640,4340962,2,2
4192640,36675120,1,1
4192640,4342865,2,2
4192640,4026158,3,3
4192640,4340961,2,2
4192640,4340493,2,3
4192640,763030,2,2
4192640,4241838,1,1
4192640,36715932,1,1
4192640,4192640,0,0
4192640,44806251,2,2
4192640,4102255,2,2
4192640,4125494,1,1
4192640,195596,1,1
4192640,36716715,2,2
4192640,4243504,1,1
4192640,4121819,2,2
4192640,35624505,2,2
4192640,4341763,2,2
4192640,4088042,2,2
4192640,196628,2,2
4192640,4124691,1,1
4192640,4164003,1,1
4192640,45757494,2,2
4192640,4194916,1,1
4192640,4262937,1,1
4192640,36716513,1,1
4192640,4082334,2,2
4192640,40490446,1,1
4192640,4342866,2,2
4192640,4309439,1,1
4192640,4340496,2,2
4192640,46274136,2,2
4192640,4341764,2,2
4192640,199074,1,1
4192640,40483827,1,1
4192640,3654680,2,2
4192640,4340960,2,2
4192640,4026157,2,2
4192640,4340495,2,2
4192640,37110323,3,3
4192640,4303234,2,2
4192640,36716714,2,2
4192640,4340963,2,2
4192640,4341073,2,2
4192640,4341765,2,3
4192640,4319446,1,1
4192640,4340964,2,3
4193990,4340962,2,2
4193990,4026158,3,3
4193990,196628,2,2
4193990,4088042,2,2
4193990,4309439,1,1
4193990,3654680,2,2
4193990,4341765,2,2
4195979,44791268,3,3
4195979,44790985,3,3
4196732,763030,4,4
4199402,44809061,9,11
4199402,4192640,7,7
4199402,763030,9,9
4199402,37395521,12,14
4199402,36715932,8,8
4199402,36716182,8,11
4199402,36675120,7,8
4199402,4147231,8,8
4199402,4337316,8,8
4199402,4185268,8,9
4199402,3655446,9,9
4199402,4340962,7,9
4199402,4026158,8,10
4199402,4340493,9,10
4199402,4241838,8,8
4199402,761083,7,9
4199402,4340494,9,9
4199402,4192249,8,9
4199402,4340961,9,9
4199402,4124691,8,8
4199402,37395517,11,13
4199402,37395520,12,14
4199402,35624505,9,9
4199402,4243504,8,8
4199402,3661748,9,11
4199402,37395518,11,13
4199402,4088042,7,9
4199402,44806251,9,9
4199402,4125494,8,8
4199402,36716715,9,9
4199402,4341763,9,9
4199402,196628,7,9
4199402,44809062,9,11
4199402,4102255,9,9
4199402,195596,8,8
4199402,4121819,9,9
4199402,4262809,5,6
4199402,4342866,9,9
4199402,37395514,11,13
4199402,37395519,12,14
4199402,4309439,6,8
4199402,40490446,8,8
4199402,36716183,8,11
4199402,4082334,9,9
4199402,4340496,9,9
4199402,44809063,9,11
4199402,36716513,8,8
4199402,45757494,9,9
4199402,4262937,4,8
4199402,37110323,10,10
4199402,4341764,9,9
4199402,46274136,9,9
4199402,4340964,9,10
4199402,4340960,9,9
4199402,4341765,7,10
4199402,4026157,9,9
4199402,36716714,9,9
4199402,37395516,11,13
4199402,4319446,8,8
4199402,4303234,9,9
4199402,4340963,9,9
4199402,40483827,8,8
4199402,4341073,9,9
4199402,3654680,7,9
4199402,199074,8,8
4199402,36716312,9,11
4200532,4340962,2,3
4200532,4026158,2,4
4200532,4088042,3,3
4200532,196628,2,3
4200532,4309439,2,2
4200532,3654680,3,3
4200532,4341765,2,3
4200533,4026158,1,1
4201745,763030,3,6
4201745,4185268,3,5
4201745,4192249,3,5
4201745,4147231,3,4
4201745,4340962,3,5
4201745,4337316,3,4
4201745,4192640,2,3
4201745,4340493,4,6
4201745,4340494,3,5
4201745,36675120,3,4
4201745,4340961,3,5
4201745,36715932,2,4
4201745,4241838,3,4
4201745,4026158,4,6
4201745,196628,3,5
4201745,35624505,3,5
4201745,4124691,2,4
4201745,4125494,3,4
4201745,36716715,4,5
4201745,4121819,3,5
4201745,44806251,3,5
4201745,4088042,3,5
4201745,195596,2,4
4201745,4102255,3,5
4201745,4243504,3,4
4201745,4341763,3,5
4201745,4082334,3,5
4201745,36716513,3,4
4201745,40490446,3,4
4201745,4340496,3,5
4201745,4309439,2,4
4201745,4342866,3,5
4201745,4262937,3,4
4201745,45757494,3,5
4201745,3654680,3,5
4201745,37110323,4,6
4201745,4341765,3,6
4201745,4026157,3,5
4201745,4341073,3,5
4201745,4319446,3,4
4201745,40483827,3,4
4201745,4303234,3,5
4201745,4341764,3,5
4201745,46274136,3,5
4201745,199074,2,4
4201745,4340960,3,5
4201745,36716714,3,5
4201745,4340964,4,6
4201745,4340963,3,5
4207186,4340962,1,1
4207186,196628,1,1
4207186,4341765,1,1
4207472,4026158,3,3
4207472,4340962,2,2
4207472,196628,2,2
4207472,4088042,2,2
4207472,4309439,1,1
4207472,3654680,2,2
4207472,4341765,2,2
4211348,4211348,0,0
4214956,44791268,4,4
4214956,44790985,4,4
4220631,761083,1,1
4227253,4192640,4,4
4227253,4340493,6,7
4227253,4147231,5,5
4227253,4337316,5,5
4227253,44809061,7,7
4227253,4185268,5,6
4227253,4340961,6,6
4227253,4026158,7,7
4227253,4340494,6,6
4227253,761083,4,5
4227253,763030,6,6
4227253,36716182,5,7
4227253,4192249,5,6
4227253,37395521,10,10
4227253,36715932,5,5
4227253,4241838,5,5
4227253,4340962,6,6
4227253,36675120,5,5
4227253,36716715,6,6
4227253,4243504,5,5
4227253,4125494,5,5
4227253,4088042,6,6
4227253,4102255,6,6
4227253,37395518,9,9
4227253,44809062,7,7
4227253,3661748,7,7
4227253,37395517,9,9
4227253,195596,5,5
4227253,37395520,10,10
4227253,44806251,6,6
4227253,4341763,6,6
4227253,196628,6,6
4227253,4124691,5,5
4227253,4121819,6,6
4227253,35624505,6,6
4227253,4082334,6,6
4227253,4340496,6,6
4227253,37395519,10,10
4227253,45757494,6,6
4227253,4262937,5,5
4227253,36716513,5,5
4227253,36716183,5,7
4227253,44809063,7,7
4227253,40490446,5,5
4227253,4309439,5,5
4227253,37395514,9,9
4227253,4342866,6,6
4227253,37110323,7,7
4227253,4303234,6,6
4227253,36716714,6,6
4227253,4341073,6,6
4227253,4319446,5,5
4227253,40483827,5,5
4227253,4340964,6,7
4227253,3654680,6,6
4227253,4341765,6,7
4227253,4340963,6,6
4227253,4026157,6,6
4227253,46274136,6,6
4227253,199074,5,5
4227253,37395516,9,9
4227253,4341764,6,6
4227253,4340960,6,6
4227253,36716312,7,7
4241838,4241838,0,0
4242411,37395521,6,6
4242411,761083,1,1
4242411,36716182,3,3
4242411,44809061,3,3
4242411,37395517,5,5
4242411,3661748,3,3
4242411,37395518,5,5
4242411,37395520,6,6
4242411,44809062,3,3
4242411,37395519,6,6
4242411,37395514,5,5
4242411,36716183,3,3
4242411,44809063,3,3
4242411,36716312,3,3
4242411,37395516,5,5
4243504,4243504,0,0
4244129,4211348,3,3
4252853,4341765,1,1
4253153,196628,3,3
4256625,4262809,4,5
4262809,4262809,0,0
4262937,4262937,0,0
4267432,4211348,3,5
4271450,4026158,2,2
4271450,4341765,2,2
4271450,4341764,1,1
4274025,4340493,3,10
4274025,761083,4,9
4274025,4147231,5,8
4274025,4241838,5,8
4274025,36715932,3,8
4274025,763030,4,9
4274025,4340494,4,9
4274025,44809061,6,11
4274025,36675120,5,8
4274025,37395521,9,14
4274025,4337316,5,8
4274025,4185268,4,9
4274025,36716182,4,11
4274025,3655446,9,9
4274025,4192249,4,9
4274025,4026158,4,10
4274025,4192640,4,7
4274025,4340961,2,9
4274025,4340962,4,9
4274025,36716715,5,9
4274025,196628,4,9
4274025,35624505,4,9
4274025,3661748,6,11
4274025,4124691,3,8
4274025,4088042,3,9
4274025,4102255,3,9
4274025,4243504,5,8
4274025,37395518,8,13
4274025,4125494,5,8
4274025,44809062,6,11
4274025,4121819,4,9
4274025,4341763,4,9
4274025,37395520,9,14
4274025,44806251,4,9
4274025,195596,3,8
4274025,37395517,8,13
4274025,37395519,9,14
4274025,4262809,5,9
4274025,36716513,5,8
4274025,4340496,4,9
4274025,4309439,4,8
4274025,36716183,4,11
4274025,4262937,4,8
4274025,40490446,4,8
4274025,37395514,8,13
4274025,45757494,4,9
4274025,4342866,4,9
4274025,44809063,6,11
4274025,4082334,4,9
4274025,4319446,5,8
4274025,46274136,4,9
4274025,36716312,6,11
4274025,4341764,3,9
4274025,37395516,8,13
4274025,4340960,4,9
4274025,3654680,3,9
4274025,4341765,4,10
4274025,36716714,4,9
4274025,4026157,4,9
4274025,4340963,4,9
4274025,4341073,2,9
4274025,4211348,4,7
4274025,4340964,3,10
4274025,4303234,4,9
4274025,199074,3,8
4274025,37110323,4,10
4274025,40483827,3,8
4276572,4125494,4,4
4276572,4211348,5,7
4280820,4102255,1,1
4280820,37110323,2,2
4290000,196628,1,1
4297887,4185268,3,4
4297887,4241838,3,3
4297887,4340493,4,5
4297887,4340961,4,4
4297887,4192640,2,2
4297887,4340962,4,4
4297887,4147231,3,3
4297887,4340494,4,4
4297887,4026158,5,5
4297887,4337316,3,3
4297887,763030,4,5
4297887,36675120,3,3
4297887,4192249,3,4
4297887,36715932,3,3
4297887,4341763,4,4
4297887,195596,3,3
4297887,4125494,3,3
4297887,35624505,4,4
4297887,4121819,4,4
4297887,44806251,4,4
4297887,36716715,4,4
4297887,196628,4,4
4297887,4102255,4,4
4297887,4088042,4,4
4297887,4243504,3,3
4297887,4124691,3,3
4297887,4309439,3,3
4297887,4342866,4,4
4297887,4262937,3,3
4297887,4340496,4,4
4297887,4082334,4,4
4297887,36716513,3,3
4297887,45757494,4,4
4297887,40490446,3,3
4297887,4340964,4,5
4297887,40483827,3,3
4297887,3654680,4,4
4297887,4341073,4,4
4297887,36716714,4,4
4297887,199074,3,3
4297887,4341764,4,4
4297887,4340963,4,4
4297887,4303234,4,4
4297887,4319446,3,3
4297887,4026157,4,4
4297887,37110323,5,5
4297887,4341765,4,5
4297887,4340960,4,4
4297887,46274136,4,4
4302537,4185268,4,6
4302537,4340962,4,6
4302537,4192249,4,6
4302537,4147231,4,5
4302537,763030,4,7
4302537,4192640,3,4
4302537,4241838,4,5
4302537,4026158,5,7
4302537,4340494,4,6
4302537,36715932,3,5
4302537,36675120,4,5
4302537,4337316,4,5
4302537,4340961,4,6
4302537,4340493,5,7
4302537,35624505,4,6
4302537,4102255,4,6
4302537,44806251,4,6
4302537,4088042,4,6
4302537,196628,4,6
4302537,4125494,4,5
4302537,4121819,4,6
4302537,4341763,4,6
4302537,195596,3,5
4302537,4243504,4,5
4302537,36716715,5,6
4302537,4124691,3,5
4302537,4340496,4,6
4302537,4262937,4,5
4302537,40490446,4,5
4302537,4082334,4,6
4302537,4342866,4,6
4302537,45757494,4,6
4302537,36716513,4,5
4302537,4309439,3,5
4302537,4303234,4,6
4302537,199074,3,5
4302537,40483827,4,5
4302537,4340964,5,7
4302537,4341764,4,6
4302537,3654680,4,6
4302537,4340963,4,6
4302537,36716714,4,6
4302537,4026157,4,6
4302537,4341765,4,7
4302537,46274136,4,6
4302537,4341073,4,6
4302537,4340960,4,6
4302537,4319446,4,5
4302537,37110323,5,7
4303234,4303234,0,0
4309439,4026158,2,2
4309439,4340962,1,1
4309439,196628,1,1
4309439,4088042,1,1
4309439,4309439,0,0
4309439,3654680,1,1
4309439,4341765,1,1
4319445,4185268,1,1
4319446,4341763,1,1
4319446,4340963,1,1
4319446,4319446,0,0
4332151,4125494,3,3
4332151,4211348,5,5
4337316,4337316,0,0
4340493,4340493,0,0
4340494,4340494,0,0
4340496,4340496,0,0
4340960,4340960,0,0
4340961,4340493,1,1
4340961,4340961,0,0
4340962,4340962,0,0
4340963,4340963,0,0
4340964,4340964,0,0
4341073,4340964,1,1
4341073,4341073,0,0
4341763,4341763,0,0
4341764,4026158,1,1
4341764,4341765,1,1
4341764,4341764,0,0
4341765,4341765,0,0
4342866,4342866,0,0
4344497,4262809,4,4
35624505,35624505,0,0
36675120,36675120,0,0
36714559,4340493,2,2
36714559,40483827,1,1
36714559,4340964,2,2
36715932,36715932,0,0
36716182,36716182,0,0
36716183,36716183,0,0
36716312,36716312,0,0
36716513,36716513,0,0
36716714,36716714,0,0
36716715,36716715,0,0
36717187,196628,2,2
37110323,37110323,0,0
37116613,761083,2,2
37116972,4340962,4,4
37116972,37395521,8,8
37116972,36716182,3,5
37116972,44809061,5,5
37116972,4340494,4,4
37116972,4026158,5,5
37116972,4340493,4,5
37116972,763030,4,4
37116972,4340961,4,4
37116972,36715932,3,3
37116972,4185268,3,4
37116972,4192640,2,2
37116972,4241838,3,3
37116972,4192249,3,4
37116972,761083,3,3
37116972,4337316,3,3
37116972,36675120,3,3
37116972,4147231,3,3
37116972,195596,3,3
37116972,37395518,7,7
37116972,4088042,4,4
37116972,35624505,4,4
37116972,4102255,4,4
37116972,4243504,3,3
37116972,3661748,5,5
37116972,44809062,5,5
37116972,44806251,4,4
37116972,37395520,8,8
37116972,4125494,3,3
37116972,4124691,3,3
37116972,4341763,4,4
37116972,4121819,4,4
37116972,37395517,7,7
37116972,36716715,4,4
37116972,196628,4,4
37116972,44809063,5,5
37116972,4309439,3,3
37116972,4342866,4,4
37116972,36716513,3,3
37116972,4082334,4,4
37116972,40490446,3,3
37116972,36716183,3,5
37116972,4262937,3,3
37116972,4340496,4,4
37116972,37395514,7,7
37116972,37395519,8,8
37116972,45757494,4,4
37116972,4026157,4,4
37116972,4340964,4,5
37116972,4319446,3,3
37116972,46274136,4,4
37116972,4341765,4,5
37116972,37110323,5,5
37116972,3654680,4,4
37116972,4303234,4,4
37116972,36716312,5,5
37116972,37395516,7,7
37116972,199074,3,3
37116972,40483827,3,3
37116972,4341073,4,4
37116972,4340960,4,4
37116972,4340963,4,4
37116972,4341764,4,4
37116972,36716714,4,4
37203927,4125494,5,5
37203927,4211348,6,8
37311061,3661748,1,1
37311677,4192249,5,6
37311677,37395521,9,11
37311677,4340961,6,6
37311677,761083,4,6
37311677,763030,6,6
37311677,4192640,4,4
37311677,4337316,5,5
37311677,4026158,5,7
37311677,36715932,5,5
37311677,36675120,4,5
37311677,4241838,5,5
37311677,44809061,6,8
37311677,36716182,5,8
37311677,4185268,5,6
37311677,4147231,5,5
37311677,4340493,6,7
37311677,4340494,6,6
37311677,4340962,4,6
37311677,37395517,8,10
37311677,196628,4,6
37311677,4243504,5,5
37311677,195596,5,5
37311677,4102255,6,6
37311677,35624505,6,6
37311677,4124691,5,5
37311677,36716715,6,6
37311677,37395518,8,10
37311677,44806251,6,6
37311677,4088042,4,6
37311677,3661748,6,8
37311677,4341763,6,6
37311677,4121819,6,6
37311677,4125494,5,5
37311677,37395520,9,11
37311677,44809062,6,8
37311677,44809063,6,8
37311677,37395514,8,10
37311677,37395519,9,11
37311677,4082334,6,6
37311677,36716513,5,5
37311677,40490446,5,5
37311677,4342866,6,6
37311677,36716183,5,8
37311677,4262937,5,5
37311677,45757494,6,6
37311677,4309439,3,5
37311677,4340496,6,6
37311677,4341073,6,6
37311677,4319446,5,5
37311677,40483827,5,5
37311677,37110323,7,7
37311677,4340964,6,7
37311677,46274136,6,6
37311677,4026157,6,6
37311677,4340960,6,6
37311677,4340963,6,6
37311677,3654680,4,6
37311677,4341764,6,6
37311677,37395516,8,10
37311677,36716714,6,6
37311677,36716312,6,8
37311677,199074,5,5
37311677,4303234,6,6
37311677,4341765,4,7
37311678,36675120,5,6
37311678,4340962,5,7
37311678,4337316,6,6
37311678,36715932,6,6
37311678,4192640,5,5
37311678,4026158,6,8
37311678,4340494,7,7
37311678,37395521,10,12
37311678,4147231,6,6
37311678,4340493,7,8
37311678,44809061,7,9
37311678,4241838,6,6
37311678,4185268,6,7
37311678,36716182,6,9
37311678,4192249,6,7
37311678,761083,5,7
37311678,763030,7,7
37311678,4340961,7,7
37311678,4125494,6,6
37311678,44809062,7,9
37311678,3661748,7,9
37311678,4341763,7,7
37311678,4088042,5,7
37311678,37395520,10,12
37311678,4102255,7,7
37311678,4124691,6,6
37311678,44806251,7,7
37311678,35624505,7,7
37311678,195596,6,6
37311678,4121819,7,7
37311678,4243504,6,6
37311678,196628,5,7
37311678,37395518,9,11
37311678,36716715,7,7
37311678,37395517,9,11
37311678,37395519,10,12
37311678,44809063,7,9
37311678,36716513,6,6
37311678,36716183,6,9
37311678,40490446,6,6
37311678,4342866,7,7
37311678,4309439,4,6
37311678,4340496,7,7
37311678,37395514,9,11
37311678,4262937,6,6
37311678,4082334,7,7
37311678,45757494,7,7
37311678,36716714,7,7
37311678,4319446,6,6
37311678,37110323,8,8
37311678,4341073,7,7
37311678,36716312,7,9
37311678,4026157,7,7
37311678,3654680,5,7
37311678,4340960,7,7
37311678,4303234,7,7
37311678,4340963,7,7
37311678,40483827,6,6
37311678,4340964,7,8
37311678,46274136,7,7
37311678,199074,6,6
37311678,4341764,7,7
37311678,37395516,9,11
37311678,4341765,5,8
37311947,4185268,2,2
37395514,37395519,1,1
37395514,37395514,0,0
37395516,37395521,1,1
37395516,37395516,0,0
37395517,37395520,1,1
37395517,37395517,0,0
37395518,37395518,0,0
37395519,37395519,0,0
37395520,37395520,0,0
37395521,37395521,0,0
40480457,36716182,4,5
40480457,44809061,5,5
40480457,37395521,8,8
40480457,37395520,8,8
40480457,3661748,5,5
40480457,44809062,5,5
40480457,37395517,7,7
40480457,37395518,7,7
40480457,4125494,4,7
40480457,37395514,7,7
40480457,44809063,5,5
40480457,36716183,4,5
40480457,37395519,8,8
40480457,37395516,7,7
40480457,36716312,5,5
40480457,4211348,6,11
40480513,4125494,3,3
40480513,4211348,4,6
40481841,4125494,4,5
40481841,4211348,5,9
40482409,4262809,3,3
40482857,36716182,1,1
40483287,37395521,8,8
40483287,761083,3,3
40483287,44809061,5,5
40483287,36716182,3,5
40483287,37395518,7,7
40483287,37395517,7,7
40483287,37395520,8,8
40483287,3661748,5,5
40483287,44809062,5,5
40483287,37395519,8,8
40483287,44809063,5,5
40483287,36716183,3,5
40483287,37395514,7,7
40483287,36716312,5,5
40483287,37395516,7,7
40483827,4340493,1,1
40483827,4340964,1,1
40483827,40483827,0,0
40484533,4125494,3,3
40484533,4211348,4,7
40490337,4262809,2,2
40490446,36716715,1,1
40490446,40490446,0,0
42536547,36716182,1,1
42536547,36716183,1,1
42538830,4125494,3,4
42538830,4211348,5,8
42539646,44791268,2,2
42539646,44790985,2,2
43530815,761083,4,5
43530876,4262809,4,4
43530876,4303234,1,1
43530877,36716182,2,2
43530877,761083,5,6
43530877,4262809,5,5
43530877,36716183,2,2
43530877,4303234,2,2
43531056,36716182,6,7
43531056,3655446,6,6
43531057,36716182,7,8
43531057,3655446,7,7
43531058,4147231,5,5
43531058,763030,6,6
43531058,4026158,5,7
43531058,4185268,5,6
43531058,761083,4,5
43531058,4340962,4,6
43531058,36715932,5,5
43531058,36675120,4,5
43531058,4192249,5,6
43531058,4340493,6,7
43531058,4241838,5,5
43531058,36716182,5,7
43531058,44809061,7,7
43531058,4340961,6,6
43531058,4192640,4,4
43531058,4340494,6,6
43531058,4337316,5,5
43531058,37395521,10,10
43531058,37395517,9,9
43531058,37395518,9,9
43531058,35624505,6,6
43531058,3661748,7,7
43531058,4121819,6,6
43531058,37395520,10,10
43531058,36716715,6,6
43531058,4102255,6,6
43531058,44809062,7,7
43531058,4341763,6,6
43531058,195596,5,5
43531058,4088042,4,6
43531058,196628,4,6
43531058,44806251,6,6
43531058,4125494,5,5
43531058,4124691,5,5
43531058,4243504,5,5
43531058,37395514,9,9
43531058,4262937,5,5
43531058,45757494,6,6
43531058,44809063,7,7
43531058,36716513,5,5
43531058,37395519,10,10
43531058,4340496,6,6
43531058,4342866,6,6
43531058,4082334,6,6
43531058,40490446,5,5
43531058,4309439,3,5
43531058,36716183,5,7
43531058,4341765,4,7
43531058,36716312,7,7
43531058,37395516,9,9
43531058,199074,5,5
43531058,46274136,6,6
43531058,37110323,7,7
43531058,4340963,6,6
43531058,40483827,5,5
43531058,4340960,6,6
43531058,4341073,6,6
43531058,4341764,6,6
43531058,4319446,5,5
43531058,36716714,6,6
43531058,4026157,6,6
43531058,4303234,6,6
43531058,4340964,6,7
43531058,3654680,4,6
44790985,44790985,0,0
44791268,44791268,0,0
44806251,44806251,0,0
44809061,44809061,0,0
44809062,44809062,0,0
44809063,44809063,0,0
45757466,37395521,2,2
45757466,37395520,2,2
45757466,37395518,1,1
45757466,37395517,1,1
45757466,37395519,2,2
45757466,37395514,1,1
45757466,37395516,1,1
45757494,45757494,0,0
45769862,761083,2,2
45769862,36716182,2,2
45769862,36716183,2,2
45770903,36716183,1,1
46274136,46274136,0,0
